Subject Abbreviation,Subject Name,Course Number,Course Name,Pinned
PHYS,Physics,20304,University Physics I (Acts Equivalency = Phys 2034),No
PHYS,Physics,5880V,Topics In Physics,No
PHYS,Physics,3060V,Projects,No
PHYS,Physics,52103,Statistical Mechanics,No
PHYS,Physics,32703,Inquiry And Modeling In Science Education,No
PLPA,Plant Pathology,6000V,Master'S Thesis,No
PLPA,Plant Pathology,5020V,Special Problems Research,No
PLSC,Political Science,32003,Intro To Legal Studies,No
PLSC,Political Science,28103,Intro Internatl Relations,No
PLSC,Political Science,32403,The Judicial Process,No
PLSC,Political Science,59403,Advanced Research Methods,No
PLSC,Political Science,32703,"Belonging, Citizenship, & Immi",No
PLSC,Political Science,42503,The U.S. Constitution I,No
PLSC,Political Science,41903,Administrative Law,No
PLSC,Political Science,32203,Ar Politics & The Nation,No
PLSC,Political Science,42803,Federalism-Intergovt Rel,No
PLSC,Political Science,31003,Public Administration,No
PLSC,Political Science,20003,American National Govt,No
PLSC,Political Science,20103,Intro To Comparative Politics,No
PLSC,Political Science,36003,Scope/Mthds Of Political Sci,No
PLSC,Political Science,48803,Politics Of International Law,No
PLSC,Political Science,42003,American Political Parties,No
PLSC,Political Science,392H3,Honors Colloquium,No
PLSC,Political Science,21003,State & Local Government,No
PLSC,Political Science,41003,Intro To Urban Planning,No
PLSC,Political Science,38003,International Organization,No
PLSC,Political Science,499HV,Honors Essay,No
PLSC,Political Science,41503,Public Policy,No
PLSC,Political Science,38203,Theories Of Intl Relations,No
PLSC,Political Science,49103,International Studies Seminar,No
PLSC,Political Science,41403,Us Environment Politics/Policy,No
PLSC,Political Science,42603,The U.S. Constitution Ii,No
PLSC,Political Science,3900V,Special Topics,No
PLSC,Political Science,3940V,Readings In Political Science,No
PLSC,Political Science,40803,Portrayals Of Hitler In Film,No
PLSC,Political Science,32503,Urban Politics,No
PLSC,Political Science,43403,Money And Politics,No
PLSC,Political Science,52803,Federalism-Intergovt Rel,No
PLSC,Political Science,41103,Intro To Urban Planning Ii,No
PLSC,Political Science,52503,Politics Of Race & Ethnicity,No
PLSC,Political Science,28103,Introduction To International Relations,No
PLSC,Political Science,51603,Public Policy,No
PLSC,Political Science,20003,American National Government (Acts Equivalency = Plsc 2003),No
PLSC,Political Science,3000V,Internship To Public Affairs,No
PLSC,Political Science,4060V,Independent Study Poli Sci,No
PLSC,Political Science,51903,Seminar: Public Administration,No
PLSC,Political Science,3000V,Internship In Public Affairs,No
PLSC,Political Science,5900V,Directed Readings Pol Sci,No
PLSC,Political Science,21003,State And Local Government (Acts Equivalency = Plsc 2103),No
PLSC,Political Science,5920V,Internship In Pol Sci,No
PLSC,Political Science,5950V,Research Problems Pol Sci,No
PLSC,Political Science,6000V,Master'S Thesis,No
POSC,Poultry Science,48201,Seminar:  Problem Solving,No
POSC,Poultry Science,43403,Poultry Nutrition,No
POSC,Poultry Science,43203,Applied Poultry Parasitology,No
POSC,Poultry Science,23503,Poultry Breeder Mgmt,No
POSC,Poultry Science,30303,Animal Physiology,No
POSC,Poultry Science,44103,Animal Welfare,No
POSC,Poultry Science,53203,Applied Poultry Parasitology,No
POSC,Poultry Science,41603,Companion Animal Nutrition,No
POSC,Poultry Science,42103,Integrated Poultry Mgmt Syst,No
POSC,Poultry Science,50303,Statistical Process Control In The Food Industry,No
POSC,Poultry Science,32203,Poultry Diseases,No
POSC,Poultry Science,51502,Protein And Amino Acid Nutrition,No
POSC,Poultry Science,54103,Animal Welfare,No
POSC,Poultry Science,59001,Graduate Seminar Poultry Sci,No
POSC,Poultry Science,53403,Advanced Immunology,No
POSC,Poultry Science,54403,Poultry Nutrition,No
POSC,Poultry Science,7000V,Doctoral Dissertation,No
POSC,Poultry Science,6000V,Master'S Thesis,No
POSC,Poultry Science,33801,Poultry Judging/Selection,No
POSC,Poultry Science,52203,Poultry Diseases,No
POSC,Poultry Science,52103,Integrated Poultry Mgmt Syst,No
POSC,Poultry Science,51603,Companion Animal Nutrition,No
POSC,Poultry Science,5100V,Special Topics In Poultry Sciences,No
POSC,Poultry Science,4020V,Research Experience,No
POSC,Poultry Science,40303,Statistical Process Control In The Food Industry,No
POSC,Poultry Science,4000V,Special Problems,No
PSYC,Psychology,40703,Psychology Of Learning,No
PSYC,Psychology,42803,Advanced Seminar,No
PSYC,Psychology,21703,Research Literacy,No
PSYC,Psychology,41903,Comparative Psychology,No
PSYC,Psychology,40103,Special Topics In Social Psychology,No
PSYC,Psychology,21201,Careers In Psychology,No
PSYC,Psychology,40503,Psychological Tests,No
PSYC,Psychology,40803,Advanced Research,No
PSYC,Psychology,30103,Social Psychology,No
PSYC,Psychology,30203,Psychopathology,No
PSYC,Psychology,41703,Spec Top In Biopsychology,No
PSYC,Psychology,30903,Developmental Psychology,No
PSYC,Psychology,30503,Psychology Of Personality,No
PSYC,Psychology,30303,Psychotherapy & Behavior Chang,No
PSYC,Psychology,41603,Special Topics In The Psychology Of Diversity,No
PSYC,Psychology,20103,Intro Statistics Psych,No
PSYC,Psychology,31703,Biopsychology,No
PSYC,Psychology,41003,Spec Top Cognitive Psychology,No
PSYC,Psychology,30703,Research Methods,No
PSYC,Psychology,20003,General Psychology,No
PSYC,Psychology,200H3,Hnrs General Psychology,No
PSYC,Psychology,31003,Cognitive Psychology,No
PSYC,Psychology,41803,Behavioral Neuroscience,No
PSYC,Psychology,50103,Adv Developmental Psych,No
PSYC,Psychology,61603,Psychotherapy,No
PSYC,Psychology,6090V,Clinical Graduate Seminar,No
PSYC,Psychology,6000V,Master'S Thesis,No
PSYC,Psychology,6070V,Clinical Practicum Iii,No
PSYC,Psychology,50603,Adv Social Psychology,No
PSYC,Psychology,6020V,Seminar Teaching Psych,No
PSYC,Psychology,63503,Seminar Lrng/Memry/Cogntn,No
PSYC,Psychology,6980V,Field Work,No
PSYC,Psychology,5230V,Research Practicum,No
PSYC,Psychology,51403,Adv Descriptive Stat,No
PSYC,Psychology,63403,Sem Quantitative Methods,No
PSYC,Psychology,7000V,Doctoral Dissertation,No
PSYC,Psychology,64103,Seminar Physiological Psy,No
PSYC,Psychology,62103,Psychotherapy Outcomes,No
PSYC,Psychology,50703,Intro To Clin Practice,No
PSYC,Psychology,6990V,Clinical Psych Internshp,No
PSYC,Psychology,6110V,Individual Research,No
PSYC,Psychology,2810V,Lab Experience Non-Majors,No
PSYC,Psychology,3810V,Intro Lab Exp For Majors,No
PSYC,Psychology,4810V,Adv Lab Exp For Majors,No
PSYC,Psychology,499HV,Honors Thesis Research,No
PSYC,Psychology,4090V,Independent Readings & Rsrch,No
PTSC,Plant Science,7000V,Doctoral Dissertation,No
PUBP,Public Policy,61003,"Policy Plan, Imp And Eval",No
PUBP,Public Policy,60203,Law And Public Policy,No
PUBP,Public Policy,7000V,Doctoral Dissertation,No
PUBP,Public Policy,6120V,Research Problems In Policy,No
PUBP,Public Policy,61304,Capstone Seminar,No
RESM,Recreation and Sports Management,44103,Adv Professional Foundations,No
RESM,Recreation and Sports Management,40203,Applied Outdoor Adventure Leadership,No
RESM,Recreation and Sports Management,11903,Wilderness First Responder,No
RESM,Recreation and Sports Management,38603,Rec & Sport Revenue Generation,No
RESM,Recreation and Sports Management,38803,Rec & Sport Marketing & Pr,No
RESM,Recreation and Sports Management,38703,Law & Risk Rec & Sport Mgmt,No
RESM,Recreation and Sports Management,20101,Recr And Sport Mgmt Practicum,No
RESM,Recreation and Sports Management,40103,Cont Issues In Rec & Sport,No
RESM,Recreation and Sports Management,38403,Rec & Sport Facility & Evt Mgt,No
RESM,Recreation and Sports Management,20203,Rec And Sport Mgmt Fundamental,No
RESM,Recreation and Sports Management,20003,Prof Foundations Of Resm,No
RESM,Recreation and Sports Management,38903,Rec & Sport Fin & Bus Analytic,No
RESM,Recreation and Sports Management,40203,App Outdoor Adventure Leader,No
RESM,Recreation and Sports Management,30403,Nat Resources & Outdoor Ethics,No
RESM,Recreation and Sports Management,11601,Canoeing I,No
RESM,Recreation and Sports Management,58503,Capstone In Resm,No
RESM,Recreation and Sports Management,65303,Legal & Political Aspects,No
RESM,Recreation and Sports Management,58703,Leadership In Resm Services,No
RESM,Recreation and Sports Management,58903,Finance In Recr & Sport Mgmt,No
RESM,Recreation and Sports Management,10601,Rock Climbing Ii,No
RESM,Recreation and Sports Management,390H1,Honors Recreation And Sport Management Thesis Tutorial,No
RESM,Recreation and Sports Management,10302,Outdoor Living Skills,No
RESM,Recreation and Sports Management,10701,Introduction To Mountain Biking,No
RESM,Recreation and Sports Management,10501,Rock Climbing I,No
RESM,Recreation and Sports Management,10203,Found Outdoor Leader,No
RESM,Recreation and Sports Management,3940V,Internship,No
RESM,Recreation and Sports Management,498HV,Honors Resm Thesis/Project,No
RESM,Recreation and Sports Management,390H1,Honors Resm Thesis Tutorial,No
RESM,Recreation and Sports Management,20003,Professional Foundations Of Recreation And Sport Management,No
RESM,Recreation and Sports Management,42503,Business Of Sport,No
RESM,Recreation and Sports Management,38603,Recreation And Sport Revenue Generation,No
RESM,Recreation and Sports Management,3910V,Special Topics In Resm,No
RESM,Recreation and Sports Management,401H3,Honors Contemporary Issues In Recreation And Sport,No
RESM,Recreation and Sports Management,11301,Introduction To Bikepacking,No
RESM,Recreation and Sports Management,6120V,Directed Reading Recr & Sport,No
RESM,Recreation and Sports Management,5740V,Internship,No
RUSS,Russian,4750V,Special Investigations,No
RUSS,Russian,41103,Special Themes In Russian,No
RUSS,Russian,10203,Elementary Russian Ii,No
RUSS,Russian,20203,Intermediate Russian Ii,No
SCMT,Supply Chain Management,46503,Scm Strategy/Change Mgmt,No
SCMT,Supply Chain Management,36603,Make: Supply Chain Process Imp,No
SCMT,Supply Chain Management,36403,Intl Logistics,No
SCMT,Supply Chain Management,46303,Scm Performance Mgmt Analytics,No
SCMT,Supply Chain Management,36203,Plan: Inv Forecasting Analytic,No
SCMT,Supply Chain Management,36103,Source: Procurement And Scmt,No
SCMT,Supply Chain Management,36503,Proj Mgmt: Scm New Product,No
SCMT,Supply Chain Management,34403,Deliver: Transportation And Distribution Management,No
SCMT,Supply Chain Management,34403,Deliver: Tran And Dist Mgmt,No
SCMT,Supply Chain Management,41003,Spec Topics / Supply Chain,No
SCMT,Supply Chain Management,42303,Supply Chain Design Optim,No
SCMT,Supply Chain Management,21003,Integrated Supply Chain Mgmt,No
SCMT,Supply Chain Management,41203,Esg Strategies In Supply Chain,No
SCMT,Supply Chain Management,56903,Scmt Perform Mgmt Analytics,No
SCMT,Supply Chain Management,57303,Scmt Strat Gov Change Mgmt,No
SCMT,Supply Chain Management,36603,Make: Supply Chain Process Improvement,No
SCMT,Supply Chain Management,56603,Plan: Demand Plan Inven Operat,No
SCMT,Supply Chain Management,56803,Source: Global Scmt,No
SCMT,Supply Chain Management,57103,Make: Achieve Operat Excell,No
SCMT,Supply Chain Management,31003,Supply Chain Mgmt Internship,No
SCMT,Supply Chain Management,31003,Supply Chain Management Internship,No
SCMT,Supply Chain Management,310H3,Hon Supply Chain Mgmt Intern,No
SCMT,Supply Chain Management,36503,Project Management: Supply Chain New Product Planning And Launch,No
SCMT,Supply Chain Management,36403,International Logistics,No
SCMT,Supply Chain Management,65103,Contemporary Research In Service Supply Chain Management,No
SCMT,Supply Chain Management,46503,Supply Chain Strategy And Change Management,No
SCMT,Supply Chain Management,7000V,Doctoral Dissertation,No
SCMT,Supply Chain Management,21003,Integrated Supply Chain Management,No
SCWK,Social Work,40203,Child Advocacy Iii,No
SCWK,Social Work,41403,Addiction & The Family,No
SCWK,Social Work,36303,Child Welfare,No
SCWK,Social Work,31603,On Death And Dying,No
SCWK,Social Work,43403,Social Work Practice Ii,No
SCWK,Social Work,43303,Social Work Practice I,No
SCWK,Social Work,40703,Research & Technology I,No
SCWK,Social Work,41003,Humn Behavior & Social Env Ii,No
SCWK,Social Work,46403,Global Issues In Child Welfare,No
SCWK,Social Work,42103,Diagnosis & Treatment Of Suds,No
SCWK,Social Work,21303,Intro To Social Work,No
SCWK,Social Work,40103,Child Advocacy Ii,No
SCWK,Social Work,47503,Grantwriting,No
SCWK,Social Work,53403,Adv Prac With Groups,No
SCWK,Social Work,62303,Adv Scwk Prac Child & Youth,No
SCWK,Social Work,42403,Impact Of Policy On Addiction,No
SCWK,Social Work,47303,Social Work Practice Iii,No
SCWK,Social Work,31903,Human Diversity And Socwk,No
SCWK,Social Work,30103,Child Advocacy I,No
SCWK,Social Work,42503,Spirituality In Soc Work,No
SCWK,Social Work,41503,Social Welfare Policy,No
SCWK,Social Work,40903,Humn Behavior & Social Env I,No
SCWK,Social Work,41803,Social Work With Elders,No
SCWK,Social Work,57503,Grant Writing,No
SCWK,Social Work,52103,Adv Mental & Behav Health,No
SCWK,Social Work,44304,Social Work Internship I,No
SCWK,Social Work,44102,Field Seminar I,No
SCWK,Social Work,62403,Adv Scwk Prac With Adults,No
SCWK,Social Work,51703,Adv Prac Families & Couples,No
SCWK,Social Work,52403,Diagnosis & Treatment Of Suds,No
SCWK,Social Work,52503,Spirituality In Soc Work,No
SCWK,Social Work,52603,Impact Of Policy On Addiction,No
SCWK,Social Work,64504,Adv Field Internship Ii,No
SCWK,Social Work,64502,Adv Field Seminar Ii,No
SCWK,Social Work,5050V,Spec Top In Social Work,No
SCWK,Social Work,57303,Social Work Practice Iii,No
SCWK,Social Work,50803,Social Work With Elders,No
SCWK,Social Work,44202,Field Seminar Ii,No
SCWK,Social Work,44404,Social Work Internship Ii,No
SCWK,Social Work,60000,Thesis Laboratory,No
SCWK,Social Work,55403,Social Work Practice Ii,No
SCWK,Social Work,51003,Humn Behavior & Social Env Ii,No
SCWK,Social Work,52703,Research & Technology I,No
SCWK,Social Work,32303,Juvenile Justice,No
SCWK,Social Work,4050V,Spec Top In Social Work,No
SCWK,Social Work,54102,Foundation Field Seminar,No
SCWK,Social Work,54304,Foundation Field Internship,No
SCWK,Social Work,64502,Advanced Field Seminar Ii,No
SCWK,Social Work,64504,Advanced Field Internship Ii,No
SCWK,Social Work,399HV,Honors Course,No
SCWK,Social Work,53503,Social Welfare Policy,No
SCWK,Social Work,4960V,Independent Study,No
SCWK,Social Work,53303,Social Work Practice I,No
SCWK,Social Work,5960V,Independent Study,No
SCWK,Social Work,5050V,Special Topics In Social Work,No
SCWK,Social Work,51003,Human Behavior And The Social Environment Ii,No
SEED,Secondary Education,41103,"Teach Hist, Gov & Econ",No
SEED,Secondary Education,42103,Issues & Trends In Literacy,No
SEED,Secondary Education,39903,Literature For Adolescents,No
SEED,Secondary Education,51103,"Teach Hist, Gov & Econ",No
SEED,Secondary Education,50103,Sec Science: Theory To Prac,No
SEED,Secondary Education,45203,Instructional Practices In Teaching Foreign Language,No
SEVI,"Strategy, Enterp & Innov",45803,International Management,No
SEVI,"Strategy, Enterp & Innov",30103,Strategic Management,No
SEVI,"Strategy, Enterp & Innov",44303,Small Enterprise Management,No
SEVI,"Strategy, Enterp & Innov",36703,Social Entrepreneurship,No
SEVI,"Strategy, Enterp & Innov",47003,Outdoor Ind Capstone Exp,No
SEVI,"Strategy, Enterp & Innov",39303,Entrepreneur/New Venture Dev,No
SEVI,"Strategy, Enterp & Innov",20503,Business Foundations,No
SEVI,"Strategy, Enterp & Innov",20303,Bus Fdn For Innov And Ent,No
SEVI,"Strategy, Enterp & Innov",20703,Intro To Outdoor Recreation,No
SEVI,"Strategy, Enterp & Innov",32303,Corporate Innovation,No
SEVI,"Strategy, Enterp & Innov",30303,Soc Innov Strat,No
SEVI,"Strategy, Enterp & Innov",301H3,Hon Strategic Management,No
SEVI,"Strategy, Enterp & Innov",41003,Special Topics Strat Ent Innov,No
SEVI,"Strategy, Enterp & Innov",53103,Strategic Management,No
SEVI,"Strategy, Enterp & Innov",49903,Entrepreneurship Practicum,No
SEVI,"Strategy, Enterp & Innov",5450V,Prod Innov Practicum,No
SEVI,"Strategy, Enterp & Innov",54103,New Venture Development Ii,No
SEVI,"Strategy, Enterp & Innov",3100V,Entrepreneurship Internship,No
SEVI,"Strategy, Enterp & Innov",52403,Product Management,No
SEVI,"Strategy, Enterp & Innov",61303,Seminar Strategy Research,No
SEVI,"Strategy, Enterp & Innov",7000V,Doctoral Dissertation,No
SEVI,"Strategy, Enterp & Innov",63203,Seminar In Non-Market Strategy Research,No
SEVI,"Strategy, Enterp & Innov",52303,Human Centered Design,No
SEVI,"Strategy, Enterp & Innov",41003,"Special Topics In Strategy, Entrepreneurship And Innovation",No
SOCI,Sociology,10103,General Sociology,No
SOCI,Sociology,20103,Social Problems,No
SOCI,Sociology,33103,Social Research,No
SOCI,Sociology,31903,Race/Class/Gender & Sexuality,No
SOCI,Sociology,31503,Urban Sociology,No
SOCI,Sociology,33004,Social Data And Analysis,No
SOCI,Sociology,40403,Seminar In Sociology,No
SOCI,Sociology,34203,Social Theory,No
SOCI,Sociology,30603,Victimology,No
SOCI,Sociology,101H3,Hnrs General Sociology,No
SOCI,Sociology,32203,Social Psychology,No
SOCI,Sociology,34103,Special Topics,No
SOCI,Sociology,30203,Criminological Theory,No
SOCI,Sociology,32003,Corrections & Control,No
SOCI,Sociology,46003,Environmental Sociology,No
SOCI,Sociology,331H3,Honors Social Research,No
SOCI,Sociology,31703,"Latinos, Migration & The U.S.",No
SOCI,Sociology,40103,Special Topics,No
SOCI,Sociology,41803,Social Network Analysis,No
SOCI,Sociology,37203,Deviant Behavior,No
SOCI,Sociology,42303,Death Penalty,No
SOCI,Sociology,20103,Social Problems (Acts Equivalency = Soci 2013),No
SOCI,Sociology,32603,Families And Social Change,No
SOCI,Sociology,399HV,Honors Course,No
SOCI,Sociology,41403,Juvenile Justice,No
SOCI,Sociology,6000V,Master'S Thesis,No
SOCI,Sociology,5010V,Adv Problems In Sociology,No
SOCI,Sociology,54103,Seminar In Crim Theory,No
SOCI,Sociology,10103,General Sociology (Acts Equivalency = Soci 1013),No
SOCI,Sociology,40003,Internship In Sociology,No
SOCI,Sociology,4030V,Individual Study In Sociology,No
SOCI,Sociology,5010V,Advanced Problems In Sociology,No
SOCI,Sociology,53203,Applied Data Analysis,No
SOCI,Sociology,53101,Applied Data Analysis Lab,No
SPAC,Space and Planetary Sciences,53103,Planetary Atmospheres,No
SPAC,Space and Planetary Sciences,7000V,Doctoral Dissertation,No
SPAC,Space and Planetary Sciences,51601,Seminar,No
SPAC,Space and Planetary Sciences,55503,Astrobiology,No
SPAC,Space and Planetary Sciences,6000V,Master'S Thesis,No
SPAN,Spanish,20203,Intermediate Spanish Ii,No
SPAN,Spanish,20103,Intermediate Spanish I,No
SPAN,Spanish,45803,Advanced Spanish For Health Professions,No
SPAN,Spanish,40003,Adv Gram Morph & Syntax,No
SPAN,Spanish,31103,Intro To Literature,No
SPAN,Spanish,10203,Elementary Spanish Ii,No
SPAN,Spanish,45903,Cont Mex & Lat Am Lit & Film,No
SPAN,Spanish,31003,Cultural Readings,No
SPAN,Spanish,30003,Advanced Spanish,No
SPAN,Spanish,10103,Elementary Spanish I,No
SPAN,Spanish,30303,Conv And Comp,No
SPAN,Spanish,41103,Contemporary Spanish Society Through Cinema,No
SPAN,Spanish,38803,Translation Interpretation I,No
SPAN,Spanish,202H3,Honors Intermed Span Ii,No
SPAN,Spanish,31203,Span Heritage Speakers Ii,No
SPAN,Spanish,5750V,Special Investigations,No
SPAN,Spanish,41203,Span Heritage Speakers Iii,No
SPAN,Spanish,52503,Colonial Lit & Culture,No
SPAN,Spanish,52003,Medieval Spanish Literature,No
SPAN,Spanish,4750V,Special Investigations,No
SPAN,Spanish,57003,Special Topics,No
SPCH,Speech and Communications,10003,Public Speaking,No
SPCH,Speech and Communications,100H3,Honors Public Speaking,No
SPED,Special Education,68703,Research Methods In Ba,No
SPED,Special Education,44803,Teaching Literacy,No
SPED,Special Education,41703,Introduction To Dyslexia,No
SPED,Special Education,44603,Extensive Disabilities,No
SPED,Special Education,44703,Sped Math & Science,No
SPED,Special Education,47803,Professional And Family Partnerships,No
SPED,Special Education,4110V,Ment Students With Spec Needs,No
SPED,Special Education,68503,Intervention And Assessment Ii,No
SPED,Special Education,64303,Legal Aspects Of Special Educ,No
SPED,Special Education,57603,Teach Extensive Support Needs,No
SPED,Special Education,68103,Charact & Assess Person Asd,No
SPED,Special Education,58903,Org Admin & Supervision Sped,No
SPED,Special Education,56503,Iq Testing,No
SPED,Special Education,56703,Teaching Content Areas,No
SPED,Special Education,56303,Curriculum Development,No
SPED,Special Education,56803,Literacy Skills,No
SPED,Special Education,45608,Sped Internship (7-12),No
SPED,Special Education,45703,Sped Advanced Seminar,No
SPED,Special Education,45803,Sped Research (7-12),No
SPED,Special Education,51703,Introduction To Dyslexia,No
SPED,Special Education,5320V,Practicum In Special Ed,No
SPED,Special Education,57903,Practicum In Aba,No
SPED,Special Education,44103,Aba & Classroom Mgmt,No
STAN,Statistics and Analytics,5010V,Special Topics In Stan,No
STAN,Statistics and Analytics,6000V,Master'S Thesis,No
STAT,Statistics,30043,Statistics Methods,No
STAT,Statistics,31133,Intro To Mathematical Stat,No
STAT,Statistics,28233,Biostatistics,No
STAT,Statistics,30133,Intro To Probability,No
STAT,Statistics,40233,Bayesian Methods,No
STAT,Statistics,43733,Experimental Design,No
STAT,Statistics,43333,Categorical Response,No
STAT,Statistics,53733,Experimental Design,No
STAT,Statistics,53333,Categorical Response,No
STAT,Statistics,41031,Introduction To R,No
STAT,Statistics,53133,Regression Analysis,No
STAT,Statistics,51231,Introduction To R,No
STAT,Statistics,51133,Statistical Inference,No
STEM,STEM Education,20003,Stem Communication,No
STEM,STEM Education,12001,Intro Teaching Stem,No
STEM,STEM Education,40403,Creativity And Innovation,No
STEM,STEM Education,32003,Classroom Interactions,No
STEM,STEM Education,12102,Teaching Stem Subjects,No
STEM,STEM Education,43003,Teaching Secondary Math I,No
STEM,STEM Education,31403,Teaching Science,No
STEM,STEM Education,45006,Teaching Internship,No
STEM,STEM Education,44003,Teaching Seminar,No
STEM,STEM Education,40703,Teaching Programming,No
STEM,STEM Education,40303,Intro To Stem Education,No
STEM,STEM Education,52003,Problem-Based Mathematics,No
STEM,STEM Education,53003,Teaching Secondary Math,No
SUST,Sustainability,11003,Foundations Of Sustainability,No
SUST,Sustainability,110H3,Hon Foundations Of Sust,No
SUST,Sustainability,51003,Fnd Of Sust And Resil Sys,No
SUST,Sustainability,52003,Decision Analysis Synthesis,No
SUST,Sustainability,41003,Capstone Exp In Sustainability,No
SUST,Sustainability,3900V,Special Problems,No
SUST,Sustainability,5900V,Special Problems In Sustainability,No
SUST,Sustainability,46903,Environmental Justice,No
TEED,Technology Education,12003,Cad Technology I,No
TEED,Technology Education,41003,Engr Design For Tech Education,No
TEED,Technology Education,21003,Technology And Society,No
THTR,Theatre,10003,Theatre Appreciation,No
THTR,Theatre,46503,Scene Design,No
THTR,Theatre,10103,Musical Thtr Appreciation,No
THTR,Theatre,14203,Script Analysis,No
THTR,Theatre,16803,Acting I,No
THTR,Theatre,36503,Directing I,No
THTR,Theatre,23103,Fundamentals Thtr Design,No
THTR,Theatre,43303,History Of Theatre Ii,No
THTR,Theatre,24703,Voice And Speech For The Actor,No
THTR,Theatre,44903,Acting: Meisner Ii,No
THTR,Theatre,4940V,Special Topics In Performance,No
THTR,Theatre,399HV,Honors Thesis,No
THTR,Theatre,26803,Acting Ii,No
THTR,Theatre,53903,Lighting Technology Studio,No
THTR,Theatre,30001,Production Practicum,No
THTR,Theatre,4910V,Special Topics,No
THTR,Theatre,13103,Stage Tech Costume And Makeup,No
THTR,Theatre,4900V,Independent Study,No
THTR,Theatre,100H3,Honors Theatre Appreciation,No
THTR,Theatre,5910V,Special Topics,No
THTR,Theatre,6000V,Master'S Thesis,No
THTR,Theatre,51501,Singing For Musical Theatre,No
THTR,Theatre,55303,Grad Playwriting: Spec Project,No
THTR,Theatre,18803,Acting I For Theatre Majors,No
THTR,Theatre,52803,Costume Design Studio,No
THTR,Theatre,57303,History Of Theatre Ii,No
THTR,Theatre,51903,Scene Technology Studio,No
THTR,Theatre,30101,Performance Practicum,No
THTR,Theatre,5920V,Internship,No
THTR,Theatre,47103,Theatre Education: Program Design And Leadership,No
THTR,Theatre,57103,Directing Classics,No
UASI,UA Supplemental Instruction,17000,Si - Chemistry 36053,No
UASI,UA Supplemental Instruction,12000,Si - Biology 10103,No
UASI,UA Supplemental Instruction,18000,Supplemental Instruction For Chemistry 36203,No
UASI,UA Supplemental Instruction,17000,Supplemental Instruction For Chemistry 36503,No
UASI,UA Supplemental Instruction,18000,Si - Chemistry 36203,No
UASI,UA Supplemental Instruction,15000,Si - Chemistry 14203,No
UASI,UA Supplemental Instruction,15000,Supplemental Instruction For Chemistry 14203,No
UASI,UA Supplemental Instruction,14000,Supplemental Instruction For Chemistry 14103,No
UASI,UA Supplemental Instruction,13000,Si - Chemistry 12103,No
UASI,UA Supplemental Instruction,12000,Supplemental Instruction For Biology 10103,No
UASI,UA Supplemental Instruction,14000,Si - Chemistry 14103,No
UASI,UA Supplemental Instruction,13000,Supplemental Instruction For Chemistry 12103,No
UASI,UA Supplemental Instruction,16000,Si - Chemistry 26103,No
UASI,UA Supplemental Instruction,19000,Supplemental Instruction For Chemistry 37073,No
UNIV,University Studies/College Studies,10301,Math Study Skills,No
UNIV,University Studies/College Studies,14031,Classroom To Career,No
UNIV,University Studies/College Studies,10051,University Perspectives,No
UNIV,University Studies/College Studies,33001,University Internship,No
UNIV,University Studies/College Studies,12101,Seminar,No
UNIV,University Studies/College Studies,22001,Ethical Decision Making,No
UNIV,University Studies/College Studies,23001,Conflict Resolution,No
UNIV,University Studies/College Studies,11031,Independent Study,No
WLLC,"World Language, Literature, and Cultures",3980V,Special Studies,No
WLLC,"World Language, Literature, and Cultures",30403,Introduction To Game Design Ii,No
WLLC,"World Language, Literature, and Cultures",30603,Intro To Digital Humanities,No
WLLC,"World Language, Literature, and Cultures",5750V,Special Investigations,No
WLLC,"World Language, Literature, and Cultures",398HV,Honors Special Studies,No
